orig_book_index	orig_chapter	orig_verse	orig_subverse	order_by	text
18O	12	10		131420	אשר בידו נפש כל־חי ורוח כל־בשר־איש׃
18O	12	11		131430	הלא־אזן מלין תבחן וחך אכל יטעם־לו׃
18O	12	12		131440	בישישים חכמה וארך ימים תבונה׃
18O	12	13		131450	עמו חכמה וגבורה לו עצה ותבונה׃
18O	12	14		131460	הן יהרוס ולא יבנה יסגר על־איש ולא יפתח׃
18O	12	15		131470	הן יעצר במים ויבשו וישלחם ויהפכו ארץ׃
18O	12	16		131480	עמו עז ותושיה  לו שגג ומשגה׃
18O	12	17		131490	מוליך יועצים שולל ושפטים יהולל׃
18O	12	18		131500	מוסר מלכים פתח ויאסר אזור במתניהם׃
18O	12	19		131510	מוליך כהנים שולל ואתנים יסלף׃
18O	12	20		131520	מסיר פה לנאמנים וטעם זקנים יקח׃
18O	12	21		131530	שופך בוז על־נדיבים ומזיח אפיקים רפה׃
18O	12	22		131540	מגלה עמקות מני־חשך ויצא לאור צלמות׃
18O	12	23		131550	משגיא לגוים ויאבדם שטח לגוים וינחם׃
18O	12	24		131560	מסיר לב ראשי עם־הארץ ויתעם בתהו לא־דרך׃
18O	12	25		131570	ימששו־חשך ולא־אור ויתעם כשכור׃
18O	13	1		131580	הן־כל ראתה עיני שמעה אזני ותבן לה׃
18O	13	2		131590	כדעתכם ידעתי גם־אני לא־נפל אנכי מכם׃
18O	13	3		131600	אולם אני אל־שדי אדבר והוכח אל־אל אחפץ׃
18O	13	4		131610	ואולם אתם טפלי־שקר רפאי אלל כלכם׃
18O	13	5		131620	מי־יתן החרש תחרישון ותהי לכם לחכמה׃
18O	13	6		131630	שמעו־נא תוכחתי ורבות שפתי הקשיבו׃
18O	13	7		131640	הלאל תדברו עולה ולו תדברו רמיה׃
18O	13	8		131650	הפניו תשאון אם־לאל תריבון׃
18O	13	9		131660	הטוב כי־יחקר אתכם אם־כהתל באנוש תהתלו בו׃
18O	13	10		131670	הוכח יוכיח אתכם אם־בסתר פנים תשאון׃
18O	13	11		131680	הלא אתו תבעת אתכם ופחדו יפל עליכם׃
18O	13	12		131690	זכרניכם משלי־אפר לגבי־חמר גביכם׃
18O	13	13		131700	החרישו ממני ואדברה־אני ויעבר עלי מה׃
18O	13	14		131710	על־מה ׀ אשא בשרי בשני ונפשי אשים בכפי׃
18O	13	15		131720	הן יקטלני [לא כ] (לו ק) איחל אך־דרכי אל־פניו אוכיח׃
18O	13	16		131730	גם־הוא־לי לישועה כי־לא לפניו חנף יבוא׃
18O	13	17		131740	שמעו מוע מלתי ואחותי באזניכם׃
18O	13	18		131750	הנה־נא ערכתי משפט ידעתי כי־אני אצדק׃
18O	13	19		131760	מי־הוא יריב עמדי כי־עתה אחריש ואגוע׃
18O	13	20		131770	אךש־תים אל־תעש עמדי אז מפניך לא אסתר׃
18O	13	21		131780	כפך מעלי הרחק ואמתך  אל־תבעתני׃
18O	13	22		131790	וקרא ואנכי אענה או־אדבר והשיבני׃
18O	13	23		131800	כמה לי עונות וחטאות פשעי וחטאתי הדיעני ׃
18O	13	24		131810	למה־פניך תסתיר ותחשבני לאויב לך׃
18O	13	25		131820	העלה נדף תערוץ ואת־קש יבש תרדף׃
18O	13	26		131830	כי־תכתב עלי מררות ותורישני עונות נעורי׃
18O	13	27		131840	ותשם בסד ׀ רגלי ותשמור כל־ארחותי על־שרשי רגלי תתחקה׃
18O	13	28		131850	והוא כרקב יבלה כבגד אכלו עש׃
18O	14	1		131860	אדם ילוד אשה קצר ימים ושבע־רגז׃
18O	14	2		131870	כציץ יצא וימל ויברח כצל ולא יעמוד׃
18O	14	3		131880	אף־על־זה פקחת עינך ואתי תביא במשפט עמך׃
18O	14	4		131890	מי־יתן טהור מטמא לא אחד׃
18O	14	5		131900	אם חרוצים ׀ ימיו מספר־חדשיו אתך [חקו כ] (חקיו ק) עשית ולא יעבור׃
18O	14	6		131910	שעה מעליו ויחדל עד־ירצה כשכיר יומו׃
18O	14	7		131920	כי יש לעץ תקוה אם־יכרת ועוד יחליף וינקתו לא תחדל׃
18O	14	8		131930	אם־יזקין בארץ שרשו ובעפר ימות גזעו׃
18O	14	9		131940	מריח מים יפרח ועשה קציר כמו־נטע׃
18O	14	10		131950	וגבר ימות ויחלש ויגוע אדם ואיו׃
18O	14	11		131960	אזלו־מים מני־ים ונהר יחרב ויבש׃
18O	14	12		131970	ואיש שכב ולא־יקום עד־בלתי מים לא יקיצו ולא־יערו משנתם׃
18O	14	13		131980	מי יתן ׀ בשאול תצפנני תסתירני עד־שוב אפך תשית  לי חק ותזכרני׃
18O	14	14		131990	אם־ימות גבר היחיה כל־ימי צבאי איחל עד־בוא חליפתי׃
18O	14	15		132000	תקרא ואנכי אענך למעשה ידיך תכסף׃
18O	14	16		132010	כי־עתה צעדי תספור לא־תשמור על־חטאתי׃
18O	14	17		132020	חתם בצרור פשעי ותטפל על־עוני׃
18O	14	18		132030	ואולם הר־נופל יבול וצור יעתק ממקמו׃
18O	14	19		132040	אבנים ׀ שחקו מים תשטף־ספיחיה עפר־ארץ ותקות אנוש האבדת׃
18O	14	20		132050	תתקפהו לנצח ויהלך משנה פניו ותשלחהו׃
18O	14	21		132060	יכבדו בניו ולא ידע ויצערו ולא־יבין למו׃
18O	14	22		132070	אך־בשרו עליו יכאב ונפשו עליו תאבל׃  פ
18O	15	1		132080	ויען אליפז התימני ויאמר׃
18O	15	2		132090	החכם יענה דעת־רוח וימלא קדים בטנו׃
18O	15	3		132100	הוכח בדבר לא יסכון ומלים לא־יועיל בם׃
18O	15	4		132110	אף־אתה תפר יראה ותגרע יחה לפני־אל׃
18O	15	5		132120	כי יאלף עונך פיך ותבחר לשון ערומים׃
18O	15	6		132130	ירשיעך פיך ולא־אני ושפתיך יענו־בך׃
18O	15	7		132140	הראישון אדם תולד ולפני גבעות חוללת׃
18O	15	8		132150	הבסוד אלוה תשמע ותגרע אליך חכמה׃
18O	15	9		132160	מה־ידעת ולא נדע תבין ולא־עמנו הוא׃
18O	15	10		132170	גם־שב גם־ישיש בנו כביר מאביך ימים׃
18O	15	11		132180	המעט ממך תנחמות אל ודבר לאט עמך׃
18O	15	12		132190	מה־יקחך לבך ומה־ירזמון עיניך׃
18O	15	13		132200	כי־תשיב אל־אל רוחך והצאת מפיך מלין׃
18O	15	14		132210	מה־אנוש כי־יזכה וכי־יצדק ילוד אשה׃
18O	15	15		132220	הן [בקדשו כ] (בקדשיו ק) לא יאמין ושמים לא־זכו בעיניו׃
18O	15	16		132230	אף כי־נתעב ונאלח איש־שתה כמים עולה׃
18O	15	17		132240	אחוך  שמע־לי וזה־חזיתי ואספרה׃
18O	15	18		132250	אשר־חכמים יגידו ולא כחדו מאבותם׃
18O	15	19		132260	להם לבדם נתנה הארץ ולא־עבר זר בתוכם׃
18O	15	20		132270	כל־ימי רשע הוא מתחולל ומספר נים נצפנו לעריץ׃
18O	15	21		132280	קול־פחדים באזניו בשלום שודד יבואנו׃
18O	15	22		132290	לא־יאמין וב מני־חשך [וצפו כ] (וצפוי ק) הוא אלי־חרב׃
18O	15	23		132300	נדד הוא ללחם איה ידע ׀ כי־נכון בידו יום־חשך׃
18O	15	24		132310	יבעתהו צר ומצוקה תתקפהו כמלך ׀ עתיד לכידור׃
18O	15	25		132320	כי־נטה אל־אל ידו ואלש־די יתגבר׃
18O	15	26		132330	ירוץ אליו בצואר בעבי גבי מגניו׃
18O	15	27		132340	כי־כסה פניו בחלבו ויעש פימה עלי־כסל׃
18O	15	28		132350	וישכון ׀ ערים נכחדות בתים לא־ישבו למו אשר התעתדו לגלים׃
18O	15	29		132360	לא־יעשר ולא־יקום חילו ולא־יטה לארץ מנלם׃
18O	15	30		132370	לא־יסור ׀ מני־חשך ינקתו תיבש שלהבת ויסור ברוח פיו׃
18O	15	31		132380	אל־יאמן [בשו כ] (בשיו ק) נתעה כיש־וא תהיה תמורתו׃
18O	15	32		132390	בלא־יומו תמלא וכפתו לא רעננה׃
18O	15	33		132400	יחמס כגפן בסרו וישלך כזית נצתו׃
18O	15	34		132410	כי־עדת חנף גלמוד ואש אכלה אהלי־שחד׃
18O	15	35		132420	הרה עמל וילד  און ובטנם תכין מרמה׃    ס
18O	16	1		132430	ויען איוב ויאמר׃
18O	16	2		132440	שמעתי כאלה רבות מנחמי עמל כלכם׃
18O	16	3		132450	הקץ לדברי־רוח או מה־ימריצך כי תענה׃
18O	16	4		132460	גם ׀ אנכי ככם אדברה לו־יש נפשכם תחת נפשי אחבירה עליכם במלים ואניעה עליכם במו ראשי׃
18O	16	5		132470	אאמצכם במו־פי וניד שפתי יחשך׃
18O	16	6		132480	אם־אדברה לא־יחשך כאבי ואחדלה מה־מני יהלך׃
18O	16	7		132490	אך־עתה הלאני השמות כל־עדתי׃
18O	16	8		132500	ותקמטני לעד היה ויקם בי כחשי בפני יענה׃
18O	16	9		132510	אפו טרף ׀ וישטמני חרק עלי בשניו צרי ׀ ילטוש עיניו לי׃
18O	16	10		132520	פערו עלי ׀ בפיהם בחרפה הכו לחיי יחד עלי יתמלאון׃
18O	16	11		132530	יסגירני אל אל עויל ועל־ידי רשעים ירטני׃
18O	16	12		132540	שלו הייתי ׀ ויפרפרני ואחז בערפי ויפצפצני ויקימני לו למטרה׃
18O	16	13		132550	יסבו עלי ׀ רביו יפלח כליותי ולא יחמול ישפך לארץ מררתי׃
18O	16	14		132560	יפרצני פרץ על־פני־פרץ ירץ עלי כגבור׃
18O	16	15		132570	שק תפרתי עלי גלדי ועללתי בעפר קרני׃
18O	16	16		132580	פני [חמרמרה כ] (חמרמרו ק) מני־בכי ועל עפעפי צלמות׃
18O	16	17		132590	על לא־חמס בכפי ותפלתי זכה׃
18O	16	18		132600	ארץ אל־תכסי דמי ואל־יהי מקום לזעקתי׃
18O	16	19		132610	גם־עתה הנה־בשמים עדי ושהדי במרומים׃
18O	16	20		132620	מליצי רעי אל־אלוה דלפה עיני׃
18O	16	21		132630	ויוכח לגבר עם־אלוה ובן־אדם לרעהו׃
18O	16	22		132640	כי־שנות מספר יאתיו וארח לא־אשוב אהלך׃
18O	17	1		132650	רוחי חבלה ימי נזעכו קברים לי׃
18O	17	2		132660	אם־לא התלים עמדי ובהמרותם  תלן עיני׃
18O	17	3		132670	שימה־נא ערבני עמך מי הוא לידי יתקע׃
18O	17	4		132680	כי־לבם צפנת משכל  על־כן לא תרמם׃
18O	17	5		132690	לחלק יגיד רעים ועיני בניו תכלנה׃
18O	17	6		132700	והצגני למשל עמים ותפת לפנים אהיה׃
18O	17	7		132710	ותכה מכעש עיני ויצרי כצל כלם׃
18O	17	8		132720	ישמו ישרים על־זאת ונקי על־חנף יתערר׃
18O	17	9		132730	ויאחז צדיק דרכו וטהר־ידים יסיף אמץ׃
18O	17	10		132740	ואולם כלם תשבו ובאו נא ולא־אמצא בכם חכם׃
18O	17	11		132750	ימי עברו זמתי נתקו מורשי לבבי׃
18O	17	12		132760	לילה ליום ישימו אור קרוב מפני־חשך׃
18O	17	13		132770	אם־אקוה שאול ביתי בחשך רפדתי יצועי׃
18O	17	14		132780	לשחת קראתי אבי אתה אמי ואחתי לרמה׃
18O	17	15		132790	ואיה אפו תקותי ותקותי מי ישורנה׃
18O	17	16		132800	בדי שאל תרדנה אם־יחד על־עפר נחת׃    ס
18O	18	1		132810	ויען בלדד השחי ויאמר׃
18O	18	2		132820	עד־אנה ׀ תשימון קנצי למלין תבינו ואחר נדבר׃
18O	18	3		132830	מדוע נחשבנו כבהמה נטמינו בעיניכם׃
18O	18	4		132840	טרף נפשו באפו הלמענך תעזב ארץ ויעתק־צור ממקמו׃
18O	18	5		132850	גם אור רשעים ידעך ולא־יגה שביב אשו׃
18O	18	6		132860	אור  חשך באהלו ונרו עליו ידעך׃
18O	18	7		132870	יצרו צעדי אונו ותשליכהו עצתו׃
18O	18	8		132880	כי־שלח ברשת ברגליו ועלש־בכה יתהלך׃
18O	18	9		132890	יאחז בעקב פח יחזק עליו צמים׃
18O	18	10		132900	טמון בארץ חבלו ומלכדתו עלי נתיב׃
18O	18	11		132910	סביב בעתהו בלהות והפיצהו לרגליו׃
18O	18	12		132920	יהי־רעב אנו ואיד נכון לצלעו׃
18O	18	13		132930	יאכל בדי עורו יאכל בדיו בכור מות׃
18O	18	14		132940	ינתק מאהלו מבטחו ותצעדהו למלך בלהות׃
18O	18	15		132950	תשכון באהלו מבלי־לו יזרה על־נוהו גפרית׃
18O	18	16		132960	מתחת שרשיו יבשו וממעל ימל קצירו׃
18O	18	17		132970	זכרו־אבד מני־ארץ ולא־שם לו על־פני־חוץ׃
18O	18	18		132980	יהדפהו מאור אל־חשך ומתבל ינדהו׃
18O	18	19		132990	לא נין לו ולא־נכד בעמו ואין ריד במגוריו׃
18O	18	20		133000	על־יומו נשמו אחרנים וקדמנים אחזו שער׃
18O	18	21		133010	אך־אלה משכנות עול וזה מקום לא־ידע־אל׃    ס
18O	19	1		133020	ויען איוב ויאמר׃
18O	19	2		133030	עד־אנה תוגיון נפשי ותדכאונני במלים׃
18O	19	3		133040	זה עשר פעמים תכלימוני לא־תבשו תהכרו־לי׃
18O	19	4		133050	ואף־אמנם שגיתי אתי תלין משוגתי׃
18O	19	5		133060	אם־אמנם עלי תגדילו ותוכיחו עלי חרפתי ׃
18O	19	6		133070	דעו־אפו כי־אלוה עותני ומצודו עלי הקיף׃
18O	19	7		133080	הן אצעק חמס ולא אענה אשוע ואין משפט׃
18O	19	8		133090	ארחי גדר ולא אעבור ועל נתיבותי חשך ישים׃
18O	19	9		133100	כבודי מעלי הפשיט ויסר עטרת ראשי׃
18O	19	10		133110	יתצני סביב ואלך ויסע כעץ תקותי׃
18O	19	11		133120	ויחר עלי אפו ויחשבני לו כצריו׃
18O	19	12		133130	יחד ׀ יבאו גדודיו ויסלו עלי דרכם ויחנו סביב לאהלי׃
18O	19	13		133140	אחי מעלי הרחיק וידעי אך־זרו ממני׃
18O	19	14		133150	חדלו קרובי ומידעי  שכחוני׃
18O	19	15		133160	גרי ביתי ואמהתי לזר תחשבני נכרי הייתי בעיניהם׃
18O	19	16		133170	לעבדי קראתי ולא יענה במו־פי אתחנן־לו׃
18O	19	17		133180	רוחי זרה לאשתי וחנתי לבני בטני׃
18O	19	18		133190	גם־עוילים מאסו בי אקומה וידברו־בי׃
18O	19	19		133200	תעבוני כל־מתי סודי וזה־אהבתי נהפכו־בי׃
18O	19	20		133210	בעורי ובבשרי דבקה עצמי ואתמלטה בעור שני׃
18O	19	21		133220	חנני חנני אתם רעי כי יד־אלוה נגעה בי׃
18O	19	22		133230	למה תרדפני כמו־אל ומבשרי לא תשבעו׃
18O	19	23		133240	מי־יתן אפו ויכתבון מלי מי־יתן בספר ויחקו׃
18O	19	24		133250	בעט־ברזל ועפרת לעד בצור יחצבון׃
18O	19	25		133260	ואני ידעתי גאלי חי ואחרון על־עפר יקום׃
18O	19	26		133270	ואחר עורי נקפו־זאת ומבשרי אחזה אלוה׃
18O	19	27		133280	אשר אני ׀ אחזה־לי ועיני ראו ולא־זר כלו כליתי בחקי׃
18O	19	28		133290	כי תאמרו מה־נרדף־לו ושרש דבר נמצא־בי׃
18O	19	29		133300	גורו לכם ׀ מפני־חרב כי־חמה עונות חרב למען תדעון [שדין כ] (שדון׃ ק)    ס
18O	20	1		133310	ויען צפר הנעמתי ויאמר׃
18O	20	2		133320	לכן שעפי ישיבוני ובעבור חושי בי׃
18O	20	3		133330	מוסר כלמתי אשמע ורוח מבינתי יענני׃
18O	20	4		133340	הזאת ידעת מני־עד מני שים אדם עלי־ארץ׃
18O	20	5		133350	כי רננת רשעים מקרוב ושמחת חנף עדי־רגע׃
18O	20	6		133360	אם־יעלה לשמים שיאו וראשו לעב יגיע׃
18O	20	7		133370	כגללו לנצח יאבד ראיו יאמרו איו׃
18O	20	8		133380	כחלום יעוף ולא ימצאוהו וידד כחזיון לילה׃
18O	20	9		133390	עין זפתו ולא תוסיף ולא־עוד תשורנו מקומו׃
18O	20	10		133400	בניו ירצו דלים וידיו תשבנה אונו׃
18O	20	11		133410	עצמותיו מלאו [עלומו כ] (עלומיו ק) ועמו על־עפר תשכב׃
18O	20	12		133420	אם־תמתיק בפיו רעה יכחידנה תחת לשונו׃
18O	20	13		133430	יחמל עליה ולא יעזבנה וימנענה בתוך חכו׃
18O	20	14		133440	לחמו במעיו נהפך מרורת פתנים בקרבו׃
18O	20	15		133450	חיל בלע ויקאנו מבטנו יורשנו  אל׃
18O	20	16		133460	ראש־פתנים יינק תהרגהו לשון אפעה׃
18O	20	17		133470	אל־ירא בפלגות נהרי נחלי דבש וחמאה׃
18O	20	18		133480	משיב יגע ולא יבלע כחיל תמורתו ולא יעלס׃
18O	20	19		133490	כי־רצץ עזב דלים בית גזל ולא יבנהו׃
18O	20	20		133500	כי ׀ לא־ידע שלו בבטנו בחמודו לא ימלט׃
18O	20	21		133510	אין־שריד לאכלו על־כן לא־יחיל טובו׃
18O	20	22		133520	במלאות פקו יצר לו כל־יד עמל תבואנו׃
18O	20	23		133530	יהי ׀ למלא בטנו ישלח־בו חרון אפו וימטר עלימו בלחומו׃
18O	20	24		133540	יברח מנשק ברזל תחלפהו קשת נחושה׃
18O	20	25		133550	שלף ויצא מגוה וברק ממררתו יהלך עליו אמים׃
18O	20	26		133560	כל־חשך טמון לצפוניו  תאכלהו אש לא־נפח ירע שריד באהלו׃
18O	20	27		133570	יגלו שמים עונו וארץ מתקוממה לו׃
18O	20	28		133580	יגל יבול ביתו נגרות ביום אפו׃
18O	20	29		133590	זה ׀ חלק־אדם רשע מאלהים ונחלת אמרו מאל׃  פ
18O	21	1		133600	ויען איוב ויאמר׃
18O	21	2		133610	שמעו מוע מלתי ותהי־זאת תנחומתיכם׃
18O	21	3		133620	אוני ואנכי אדבר ואחר דברי תלעיג׃
18O	21	4		133630	האנכי לאדם שיחי ואם־מדוע לא־תקצר רוחי׃
18O	21	5		133640	פנו־אלי והשמו ושימו יד על־פה׃
18O	21	6		133650	ואם־זכרתי ונבהלתי ואחז בשרי פלצות׃
18O	21	7		133660	מדוע רשעים יחיו עתקו גם־גברו חיל׃
18O	21	8		133670	זרעם נכון לפניהם עמם וצאצאיהם לעיניהם׃
18O	21	9		133680	בתיהם שלום מפחד ולא שבט אלוה עליהם׃
18O	21	10		133690	שורו עבר ולא יגעל תפלט פרתו ולא תשכל׃
18O	21	11		133700	ישלחו כצאן עויליהם וילדיהם ירקדון׃
18O	21	12		133710	ישאו כתף וכנור וישמחו לקול עוגב׃
18O	21	13		133720	[יבלו כ] (יכלו ק) בטוב ימיהם וברגע שאול יחתו׃
18O	21	14		133730	ויאמרו לאל סור ממנו ודעת דרכיך לא חפצנו׃
18O	21	15		133740	מה־שדי כי־נעבדנו ומה־נועיל כי נפגע־בו׃
18O	21	16		133750	הן לא בידם טובם עצת רשעים רחקה מני׃
18O	21	17		133760	כמה ׀ נר־רשעים ידעך ויבא עלימו אידם חבלים יחלק באפו׃
18O	21	18		133770	יהיו כתבן לפני־רוח וכמץ גנבתו סופה׃
18O	21	19		133780	אלוה יצפן־לבניו אונו ישלם אליו וידע׃
18O	21	20		133790	יראו [עינו כ] (עיניו ק) כידו ומחמת שדי ישתה׃
18O	21	21		133800	כי מה־חפצו בביתו אחריו ומספר חדשיו חצצו׃
18O	21	22		133810	הלאל ילמד־דעת והוא רמים ישפוט׃
18O	21	23		133820	זה ימות בעצם תמו כלו שלאנן ושליו׃
18O	21	24		133830	עטיניו מלאו חלב ומח עצמותיו ישקה׃
18O	21	25		133840	וזה ימות בנפש מרה ולא־אכל בטובה׃
18O	21	26		133850	יחד על־עפר ישכבו ורמה תכסה עליהם׃
18O	21	27		133860	הן ידעתי מחשבותיכם ומזמות עלי תחמסו׃
18O	21	28		133870	כי תאמרו איה בית־נדיב ואיה אהל ׀ משכנות רשעים׃
18O	21	29		133880	הלא אלתם עוברי דרך ואתתם לא תנכרו׃
18O	21	30		133890	כי ליום איד יחשך רע ליום עברות יובלו׃
18O	21	31		133900	מי־יגיד על־פניו דרכו והוא־עשה מי ישלם־לו׃
18O	21	32		133910	והוא לקברות יובל ועל־גדיש ישקוד׃
18O	21	33		133920	מתקו־לו רגבי נחל ואחריו כל־אדם ימשוך ולפניו אין מספר׃
18O	21	34		133930	ואיך תנחמוני הבל ותשובתיכם נשאר־מעל׃    ס
18O	22	1		133940	ויען אליפז התמני ויאמר׃
18O	22	2		133950	הלאל יסכן־גבר כי־יסכן עלימו משכיל׃
18O	22	3		133960	החפץ לשדי כי תצדק ואם־בצע כי־תתם דרכיך׃
18O	22	4		133970	המיראתך יכיחך יבוא עמך במשפט׃
18O	22	5		133980	הלא רעתך רבה ואין־קץ לעונתיך׃
18O	22	6		133990	כי־תחבל אחיך חנם ובגדי ערומים תפשיט׃
18O	22	7		134000	לא־מים עיף תשקה ומרעב תמנע־לחם׃
18O	22	8		134010	ואיש זרוע לו הארץ ונשוא פנים ישב בה׃
18O	22	9		134020	אלמנות שלחת ריקם וזרעות יתמים ידכא׃
18O	22	10		134030	על־כן סביבותיך פחים ויבהלך פחד פתאם׃
18O	22	11		134040	או־חשך לא־תראה ושפעת־מים תכסך׃
18O	22	12		134050	ה‍לא־אלוה גבה שמים וראה ראש  כוכבים כי־רמו׃
18O	22	13		134060	ואמרת מה־ידע אל הבעד ערפל ישפוט׃
18O	22	14		134070	עבים סתר־לו ולא יראה וחוג מים יתהלך׃
18O	22	15		134080	הארח עולם תשמר אשר דרכו מתי־און׃
18O	22	16		134090	אשר־קמטו ולא־עת נהר יוצק יסודם׃
18O	22	17		134100	האמרים לאל סור ממנו ומה־יפעל שדי למו׃
18O	22	18		134110	והוא מלא בתיהם טוב ועצת רשעים רחקה מני׃
18O	22	19		134120	יראו צדיקים וישמחו ונקי ילעג־למו׃
18O	22	20		134130	אם־לא נכחד קימנו ויתרם אכלה אש׃
18O	22	21		134140	הסכן־נא עמו ושלם  בהם תבואתך  טובה׃
18O	22	22		134150	קח־נא מפיו תורה ושים אמריו בלבבך׃
18O	22	23		134160	אם־תשוב עדש־די תבנה תרחיק עולה מאהלך׃
18O	22	24		134170	ושית־על־עפר בצר ובצור נחלים אופיר׃
18O	22	25		134180	והיה שדי בצריך וכסף תועפות לך׃
18O	22	26		134190	כי־אז על־שדי תתענג ותשא אל־אלוה פניך׃
18O	22	27		134200	תעתיר אליו וישמעך ונדריך תשלם׃
18O	22	28		134210	ותגזר־אומר ויקם לך ועל־דרכיך נגה אור׃
18O	22	29		134220	כי־השפילו ותאמר גוה ושח עינים יושע׃
18O	22	30		134230	ימלט  אי־נקי ונמלט בבר כפיך׃  פ
18O	23	1		134240	ויען איוב ויאמר׃
18O	23	2		134250	גם־היום מרי שחי ידי כבדה על־אנחתי׃
18O	23	3		134260	מי־יתן ידעתי ואמצאהו אבוא עד־תכונתו׃
18O	23	4		134270	אערכה לפניו משפט ופי אמלא תוכחות׃
18O	23	5		134280	אדעה מלים יענני ואבינה מה־יאמר לי׃
18O	23	6		134290	הברב־כח יריב עמדי לא אך־הוא ישם בי׃
18O	23	7		134300	שם ישר נוכח עמו ואפלטה לנצח משפטי׃
18O	23	8		134310	הן קדם אהלך ואיננו ואחור ולא־אבין לו׃
18O	23	9		134320	שמאול בעשתו ולא־אחז יעטף ימין ולא אראה׃
18O	23	10		134330	כי־ידע דרך עמדי בחנני כזהב אצא׃
18O	23	11		134340	באשרו אחזה רגלי דרכו שמרתי ולא־אט׃
18O	23	12		134350	מצות פתיו ולא אמיש מחקי צפנתי אמרי־פיו׃
18O	23	13		134360	והוא באחד ומי ישיבנו ונפשו אותה ויעש׃
18O	23	14		134370	כי ישלים חקי וכהנה רבות עמו׃
18O	23	15		134380	על־כן מפניו אבהל אתבונן ואפחד ממנו׃
18O	23	16		134390	ואל הרך לבי ושדי הבהילני׃
18O	23	17		134400	כי־לא נצמתי מפני־חשך ומפני כסה־אפל׃
18O	24	1		134410	מדוע משדי לא־נצפנו עתים [וידעו כ] (וידעיו ק) לא־חזו ימיו׃
18O	24	2		134420	גבלות ישיגו עדר גזלו וירעו׃
18O	24	3		134430	חמור יתומים ינהגו יחבלו שור אלמנה׃
18O	24	4		134440	יטו אביונים מדרך יחד חבאו עניי־ארץ׃
18O	24	5		134450	הן פראים ׀ במדבר יצאו בפעלם משחרי לטרף ערבה לו לחם לנערים׃
18O	24	6		134460	בשדה בלילו [יקצירו כ] (יקצורו ק) וכרם רשע ילקשו׃
18O	24	7		134470	ערום ילינו מבלי לבוש ואין כסות בקרה׃
18O	24	8		134480	מזרם הרים ירטבו ומבלי מחסה חבקו־צור׃
18O	24	9		134490	יגזלו משד יתום ועל־עני יחבלו׃
18O	24	10		134500	ערום הלכו בלי לבוש ורעבים נשאו עמר׃
18O	24	11		134510	בין־שורתם יצהירו יקבים דרכו ויצמאו׃
18O	24	12		134520	מעיר מתים ׀ ינאקו ונפש־חללים תשוע ואלוה לא־ישים תפלה׃
18O	24	13		134530	המה ׀ היו במרדי־אור לא־הכירו דרכיו ולא ישבו בנתיבתיו׃
18O	24	14		134540	לאור יקום רוצח יקטל־עני ואביון ובלילה יהי כגנב׃
18O	24	15		134550	ועין נאף ׀ שמרה נשף לאמר לא־תשורני עין וסתר פנים ישים׃
18O	24	16		134560	חתר בחשך בתים יומם חתמו־למו לא־ידעו אור׃
18O	24	17		134570	כי יחדו ׀ בקר למו צלמות כי־יכיר בלהות צלמות׃
18O	24	18		134580	קל־הוא ׀ על־פני־מים תקלל חלקתם בארץ לא־יפנה דרך כרמים׃
18O	24	19		134590	ציה גם־חם יגזלו מימי־שלג שאול חטאו׃
18O	24	20		134600	ישכחהו רחם ׀ מתקו רמה עוד לא־יזכר ותשבר כעץ עולה׃
18O	24	21		134610	רעה עקרה לא תלד ואלמנה לא ייטיב׃
18O	24	22		134620	ומשך אבירים בכחו יקום ולא־יאמין בחיין׃
18O	24	23		134630	יתן־לו לבטח וישען ועיניהו על־דרכיהם׃
18O	24	24		134640	רומו מעט  ׀ ואיננו והמכו ככל יקפצון וכראש שבלת ימלו׃
18O	24	25		134650	ואם־לא אפו מי יכזיבני וישם לאל מלתי׃    ס
18O	25	1		134660	ויען בלדד השחי ויאמר׃
18O	25	2		134670	המשל ופחד עמו עשה לום במרומיו׃
18O	25	3		134680	היש מספר לגדודיו ועל־מי לא־יקום אורהו׃
18O	25	4		134690	ומה־יצדק אנוש עם־אל ומה־יזכה ילוד אשה׃
18O	25	5		134700	הן עד־ירח ולא יאהיל וכוכבים לא־זכו בעיניו׃
18O	25	6		134710	אף כי־אנוש רמה ובן־אדם תולעה׃  פ
18O	26	1		134720	ויען איוב ויאמר׃
18O	26	2		134730	מה־עזרת ללא־כח הושעת זרוע לא־עז׃
18O	26	3		134740	מה־יעצת ללא חכמה ותושיה לרב הודעת׃
18O	26	4		134750	את־מי הגדת מלין ונשמת־מי יצאה ממך׃
18O	26	5		134760	הרפאים יחוללו מתחת מים ושכניהם׃
18O	26	6		134770	ערום שאול נגדו ואין כסות לאבדון׃
18O	26	7		134780	נטה צפון על־תהו תלה ארץ על־בלי־מה׃
18O	26	8		134790	צרר־מים בעביו ולא־נבקע ענן תחתם׃
18O	26	9		134800	מאחז פני־כסה פרשז עליו עננו׃
18O	26	10		134810	חק־חג על־פני־מים עד־תכלית אור עם־חשך׃
18O	26	11		134820	עמודי שמים ירופפו ויתמהו מגערתו׃
18O	26	12		134830	בכחו רגע הים [ובתובנתו כ] (ובתבונתו ק) מחץ רהב׃
18O	26	13		134840	ברוחו שמים שפרה חללה  ידו נחש בריח׃
18O	26	14		134850	הן־אלה ׀ קצות [דרכו כ] (דרכיו ק) ומה־שמץ דבר נשמע־בו ורעם [גבורתו כ] (גבורותיו  ק) מי יתבונן׃    ס
